name,location,diff,tier,type,server,links,finder,prover,extra
Pauline Hitter,Darker Side,7.5/10,Expert,"Ledge Grab, ZG",Database,https://drive.google.com/file/d/16r8py5IVTSh3QUxkyD8c7aWpiIVpbxj2/preview,LoukaThePro,LoukaThePro,
Little Sheepy Gardener,Wooded Kingdom,7.5/10,Expert,Vault,Database,https://drive.google.com/file/d/1_-s_W34wZifBxzg-FvqA8QKxLAIeOTFO/preview,totol,totol,
Neil Armstrong,Mushroom Kingdom,7.5/10,Expert,,Database,https://drive.google.com/file/d/1gpw6zzmWH_pYReKxw817J0wnD6JHCTl1/preview,AwesomeAggron,,
Mushroom Dog,Mushroom Kingdom,7.5/10,Expert,"Vault, TT",SMO Trickjumping Server,https://drive.google.com/file/d/1vFS3Scb6VvUwG1SBcI2TbOR04m096zRN/preview,IdentXd,IdentXd,Day #6 of Jumpsmas 2023!
Tenacious Chairs,Metro Kingdom,7.5/10,Expert,Triple,Database,https://drive.google.com/file/d/1mVNk2aEpy3h9GDKj6Qpt1d2axvtA015N/preview,ZeldaMari0l,ZeldaMari0l,
Shop Skipper,Bowser's Kingdom,7.5/10,Expert,SSD,Database,https://drive.google.com/file/d/1YFwRcY9EJXnNaLQpSu6bdYijS8my_U0F/preview,Lewin,Lewin,
Flower Dram,Mushroom Kingdom,7.5/10,Expert,Triple,Database,https://drive.google.com/file/d/1CVQXYc0vJFxQ7KNpa4WA348-RViVUgMa/preview,,,
Left Step Bullet Hole,Sand Kingdom,7.5/10,Expert,Vault,Database,https://drive.google.com/file/d/1NRaqLHm3F7HK-exuFyTGhk2-M2POWERB/preview,high_smo,high_smo,
Truest Toad Music,Luncheon Kingdom,7.5/10,Expert,Double Jump,Database,https://drive.google.com/file/d/1_XAniDEZCnBcZQZ7KMfSdQq5IwArioqe/preview,Dmz,Niklas0527,
True Billboard Balance,Metro Kingdom,7.5/10,Expert,Vault,Database,https://drive.google.com/file/d/1dwIL1bupZwHs6rwLnUGmSJXXi-t9jzh3/preview,Zombolotl,Zombolotl,
Pool Beans,Seaside Kingdom,7.5/10,Expert,Vault,Database,https://drive.google.com/file/d/1c04CE3zrgui_fnQfI4rS4TCpWmq5sl0M/preview,totol,totol,
Chillin with da Mermaid,Lake Kingdom,7.5/10,Expert,Vault,Database,https://drive.google.com/file/d/13zjRHBvB_poek0HWDMDjOBjdU0JxjPBf/preview,Niklas0527,Niklas0527,
Reverse Broken Arches,Ruined Kingdom,7.5/10,Expert,Vault,Database,https://drive.google.com/file/d/1kXI5PUGyO9nfgRA53mg1_qHKVzxaZ5YH/preview,Niklas0527,Niklas0527,
Wooded Stairs,Wooded Kingdom,7.5/10,Expert,"Triple, Spinless",Database,https://drive.google.com/file/d/1RpLeuZfITjr9pT74AbA9CZwghEmddvr2/preview,,,Info:Triple throw isn't allowed!
True Lorak,Odyssey,7.5/10,Expert,"Vertical, Backflip, CB-Less",Database,https://drive.google.com/file/d/1nqJXg29vbQ7ztrXLaDrD4svQMqOVCzmH/preview,,,
Trunk Traverse,Mushroom Kingdom,7.5/10,Expert,Vault,Database,https://drive.google.com/file/d/1salqsxOgcOF8L9sk-SqRsYGuokrmz9ZU/preview,Zombolotl,,
True Shield Jumping,Luncheon Kingdom,7.5/10,Expert,"Vault, Spinless",Database,https://drive.google.com/file/d/1cR__xzFRVk_6uyFX394skNscFbgcncjQ/preview,high_smo,high_smo,
Longfall Car Overshoot,Metro Kingdom,7.5/10,Expert,Vault,Database,https://drive.google.com/file/d/13vIrQpN0rnQEzIJBdEx5T6zVF61bw1I2/preview,Zistx,Zistx,
Snow Land Ice Wall Thing,Snow Kingdom,7.5/10,Expert,Longjump,Database,https://drive.google.com/file/d/1LBsYE_MDvk59sciFkyvkTLKLk7o3Rk5m/preview,,,
Electrical Entrance,Metro Kingdom,7.5/10,Expert,Uncapture,Database,https://drive.google.com/file/d/1HEApYhG-6V73I37ciJwuURusg0IvwvNg/preview,,,
Overshoot Reverse Pipe To Pipe,Cloud Kingdom,7.5/10,Expert,Triple,Database,https://drive.google.com/file/d/1pKf3kbgZuoqebS6nQsaBET7BiFdoYHVQ/preview,,,
Peach's Favourite Thing,Mushroom Kingdom,7.5/10,Expert,Triple,Database,https://drive.google.com/file/d/1IByqV7GHyXqBOvqDWhSxe5gA9HJoM8i9/preview,,,
Water Ascent,Lake Kingdom,7.5/10,Expert,"Cap Return Jump, Spinless",Database,https://drive.google.com/file/d/1PlcptFDvJBita9wf3gV8I30G7xLXpi1Y/preview,Boesertoad,Boesertoad,
Peachified Bounce,Lake Kingdom,7.5/10,Expert,Vault,Database,https://drive.google.com/file/d/19noe04kmG6465NxaUxG1u_45T3pA69Q-/preview,,,
Red Cloud9,Cascade Kingdom,7.5/10,Expert,Triple,Database,https://drive.google.com/file/d/1lfWox2uqk6OcpVqS8X--3-Ro7MVGeFUh/preview,Ario,Ario,
Regionscope,Seaside Kingdom,7.5/10,Expert,Entity Bounce,Database,https://drive.google.com/file/d/1O3st3SOabf-0Jb7PjvkcuOLHBU67hBN_/preview,Jario,Jario,
Rolly Mushroom Flip,Mushroom Kingdom,7.5/10,Expert,Entity Bounce,Database,https://drive.google.com/file/d/1SCBkYa6HbYnn4hbQyDVDq_4J3Vdg9MaA/preview,Polygon,Polygon,Bouncing on the Npc must give another Triple Jump
Cloud Descent,Cloud Kingdom,7.5/10,Expert,Vault,Database,https://drive.google.com/file/d/1AnX5_t5z3egnItwPBsoaBhjKXgb4OqKH/preview,Jario,Jario,For this jump to count it must be clear you landed on the cloud!
True Spinless Overshoot,Lost Kingdom,7.5/10,Expert,"Vault, Spinless",Database,https://drive.google.com/file/d/1wL-UykPWkLk2H1nD-unGENJ77d6MlFjj/preview,tyler_smo,Fliplg,
Explosive Samurai's Climb,Bowser's Kingdom,7.5/10,Expert,Vertical,Database,https://drive.google.com/file/d/1CHRcsWO-QLPMLx-OD1HiIv3faINvt4j5/preview,Sami,Sami,
Full Landing Girder Arts,Luncheon Kingdom,7.5/10,Expert,Backflip,Database,https://drive.google.com/file/d/15UDXcR85cUUHVZGdZMAMmLK0DQsb7a5L/preview,Clash_Gamer,Clash_Gamer,
Walljump in Lost Kingdom,Lost Kingdom,7.5/10,Expert,"Vertical, Groundpound Jump",Database,https://drive.google.com/file/d/1-DoPWHX7pFEMwRTHih1VsEH4xdWqgeEC/preview,,,
Metro Water Tower Bonk,Metro Kingdom,7.5/10,Expert,"Vertical, Groundpound Jump",Database,https://drive.google.com/file/d/1bbxXO8-1HBECJG_SQ-ZKmIhWq9-x4IPz/preview,Sami,Sami,
Moon on a Tree,Lost Kingdom,7.5/10,Expert,"Vault, TT, CB-Less",Database,https://drive.google.com/file/d/1DQqW2EzWQf27uT4mratb_-xF0VL4ji0t/preview,,,
Very High Block,Wooded Kingdom,7.5/10,Expert,"Slow Triple, Simple Tech",Database,https://drive.google.com/file/d/1-JEfm9JqPyaKvpLE7SdPJDnooFHuoxXy/preview,high_smo,high_smo,
Blue on Purple,Sand Kingdom,7.5/10,Expert,Groundpound Jump,Database,https://drive.google.com/file/d/1E2MqSyywUXqbBwuqKHCLZ2Ibau1Vrh2e/preview,high_smo,high_smo,
Foggy Gap,Cap Kingdom,7.5/10,Expert,Longjump,Database,https://drive.google.com/file/d/1ochNFiEswSMGDEuCwhYo9CjfOw_xE8RH/preview,Sam.Smo,Sam.Smo,
Vault Wooded Stairs,Wooded Kingdom,7.5/10,Expert,"Vault, Spinless",Database,https://drive.google.com/file/d/19rhDKwnWtZjIdP2XbjGk7bU73WzblJsP/preview,,,
The ghost of a citizen,Metro Kingdom,7.5/10,Expert,Teleport,Database,https://drive.google.com/file/d/1TmhUsvZz5zgUuHcrqee90MUhH3cqRbKr/preview,Polygon,,
Very Long Jump,Bowser's Kingdom,7.5/10,Expert,"Longjump, Capless",Database,https://drive.google.com/file/d/1bWlERJIIwIq7jgTwOy4bl0Gdx9biV0rv/preview,totol,totol,
Cliff Tree Flip,Mushroom Kingdom,7.5/10,Expert,Backflip,Database,https://drive.google.com/file/d/10fmBmJKTsaKo0s1iaG4P7Z7gUWeh70-S/preview,Sam.Smo,Sam.Smo,
Bonkcicle Breakthrough,Sand Kingdom,7.5/10,Expert,Vault,Database,https://drive.google.com/file/d/1ENX-7Q9JOXBQZyuxfZbq31cb3xZ_dGNJ/preview,,,
OOBeans 2.0,Metro Kingdom,7.5/10,Expert,"Vault, TT",Database,https://drive.google.com/file/d/1tcqHP2zgFv6vZerO-_gD-ugytZy3Kwb2/preview,CToad7,CToad7,How to get Out of Bounds: https://drive.google.com/file/d/1V-P-FqdLeRmLhteg5lmDBlEjYWQTUWia/preview
Wooded Robot Music Dram,Wooded Kingdom,7.5/10,Expert,Entity Bounce,Database,https://drive.google.com/file/d/1a316GjkHHOfNtta4s0Oz4OTOZRdk-ewe/preview,Sami,Sami,
Rocky Cliff Fall!,Darker Side,7.5/10,Expert,Sequence,Database,https://drive.google.com/file/d/1_k2Ipt61j-wU70AGQ-01WJWHGOuvQ7G2/preview,Sam.Smo,Sam.Smo,
Music Box Flip,Darker Side,7.5/10,Expert,"Backflip, CB-Less, ZG",Database,https://drive.google.com/file/d/1M9z8muBlxEy9hzTr6C1DKjHTe9nhJReW/preview,Sam.Smo,Sam.Smo,
Upper Vent Flip,Metro Kingdom,7.5/10,Expert,Backflip,Database,https://drive.google.com/file/d/1NOCettZEemyjm-9GL52R7_G3Mem7xI3M/preview,Sam.Smo,Sam.Smo,
Bowser's Back and Forth,Bowser's Kingdom,7.5/10,Expert,"Vault, CB-Less",Database,https://drive.google.com/file/d/1v9XfkqYMJKr9jounWq-nUui4hUbAdOJy/preview,Sam.Smo,Sam.Smo,
Pink Chest,Luncheon Kingdom,7.5/10,Expert,Gold Dram,Database,https://drive.google.com/file/d/1L3j1I82JNAKm6WXSUhIPijv9xHE5WcoQ/preview,Multi_smo,Multi_smo,
Mini Safari Scan,Wooded Kingdom,7.5/10,Expert,Entity Bounce,Database,https://drive.google.com/file/d/1bGwV9_bHA4rnJiX-reK6FBIUppQeApQV/preview,Pato_0Z,Pato_0Z,
ALL MY FELLAS,Luncheon Kingdom,7.5/10,Expert,Triple,Database,https://drive.google.com/file/d/1jk6sVA2NEEn8PLYgPFPYzTWGi4xy6TVj/preview,Pato_0Z,Pato_0Z,
Sunbaked Desert,Sand Kingdom,7.5/10,Expert,Triple,Database,https://drive.google.com/file/d/1DsYA6mtEAEMwc5lNv1CrsOQ0lSfkepdc/preview,Nikibilo,Pato_0Z,
True Quicksand Crossing,Sand Kingdom,7.5/10,Expert,Triple,Database,https://drive.google.com/file/d/1uS01z71dhtu79xToM6ixcmBy-Icv0TyF/preview,Sami,Sami,
Amiibo Island,Luncheon Kingdom,7.5/10,Expert,"Slow Triple, CB-Less",Database,https://drive.google.com/file/d/1aWQ5JSWfcNtZrTLQsmvLFzU2F0a3EeM2/preview,,,
Pyra kinda mid,Sand Kingdom,7.5/10,Expert,"Vault, Spinless",Database,https://drive.google.com/file/d/1J4tMpv-Gp5wkakvHGL4t8-4F_fepSwh7/preview,,,
True Dusty Cliffside,Sand Kingdom,7.5/10,Expert,Vault,Database,https://drive.google.com/file/d/1gXCeWiMEgKP0NXSLr4QLaS8Y4VhG5LIL/preview,MartianZucchini,,You must stick the landing after bonking for it to count!
Tiny Wittle Cap Gap,Cap Kingdom,7.5/10,Expert,Slow Single Jump,Database,https://drive.google.com/file/d/1LBLBwFqmD5D6gWBCFeeGGrH2yrvA5Pyd/preview,Sam.Smo,Sam.Smo,
Molten Medley,Luncheon Kingdom,7.5/10,Expert,Triple,Database,https://drive.google.com/file/d/1U4azQIZeDru91_3MFskS5BL9c1T6nZ9j/preview,,,
You are a good Trickjumper,Lake Kingdom,7.5/10,Expert,"Double Jump, Capless",Database,https://drive.google.com/file/d/1SIAvBKvBg7qyy3UPrQUDIt_u7l4_l4mc/preview,Sami,Sami,
Shard Collector,Bowser's Kingdom,7.5/10,Expert,Vault,Database,https://drive.google.com/file/d/1H3UHSSQQ5knD2LHBPWLEDmA957qq5bqs/preview,Qazzy,Qazzy,
Simple Crate Cross,Bowser's Kingdom,7.5/10,Expert,"Triple, Simple Tech, Final Diveless",Database,https://drive.google.com/file/d/1UHMywZ8HDcN4tsTsqg9LODnJncwRWTk9/preview,Sami,Sami,
Ruin Hunter,Ruined Kingdom,7.5/10,Expert,"Single Jump, Spinless, Chilled",Database,https://drive.google.com/file/d/16QflPWFTj0C8jyXkt2QOspmrl8N88Wc7/preview,Sami,Sami,
Misty Mountain,Cascade Kingdom,7.5/10,Expert,Triple,Database,https://drive.google.com/file/d/13cgKyNdp2wA_ayRvJ_HIMU14j7wi37UX/preview,totol,totol,
Luminous ledge,Seaside Kingdom,7.5/10,Expert,"Vault, TT",Database,https://drive.google.com/file/d/1iN__5EvZeQCNl6FrxjBvtien4St0PEvN/preview,,,
Garbage Gallop,Metro Kingdom,7.5/10,Expert,Triple,Database,https://drive.google.com/file/d/1arCqGVIOzPgCZpNoJqm-NuMmuQV0ZRvJ/preview,Sami,Sami,
Daylight Saver,Sand Kingdom,7.5/10,Expert,Triple,Database,https://drive.google.com/file/d/1NfdVnO-OzxdhNvHbsKFMn5YiLcJmAj96/preview,Zombolotl,Zombolotl,Goal is to collect the moon
Coryphantha Crossing,Sand Kingdom,7.5/10,Expert,"Longjump, TT",Database,https://drive.google.com/file/d/1LSoYLl7_ylidE4Js2xYDkZoE9x90h2rk/preview,SEBIBLOCK,Polygon,
Yellow Frozen Lake Crosser,Snow Kingdom,7.5/10,Expert,Yellow Dram,Database,https://drive.google.com/file/d/1lciWARvdBWPLDyWp3H2sic9JMocCMzHz/preview,Sami,Sami,
Mario Balls,Mushroom Kingdom,7.5/10,Expert,SSD,Database,https://drive.google.com/file/d/1GIXZAGBI4k-ftl-BrELmRKzQyRq3Akfc/preview,Zistx,Zistx,
Jaxi Jargain,Sand Kingdom,7.5/10,Expert,Triple,Database,https://drive.google.com/file/d/1lzoeDI58dgJewQrR0oUstQTl2UbncWGM/preview,Sam.Smo,Sam.Smo,You have to beans the cactus!
kaCHING,Cascade Kingdom,7.5/10,Expert,Vault,Database,https://drive.google.com/file/d/1U7byAC2wbzqex3ZNX7gx6_hvSXmCFpFo/preview,LegoBus,LegoBus,
skaZOINK,Cascade Kingdom,7.5/10,Expert,"Vertical, SSD",Database,https://drive.google.com/file/d/1bQWjLI33z96DVWs4GeFLGFjA4MvgnPR8/preview,RivaZ,RivaZ,
Pillar Tumble,Lake Kingdom,8/10,Expert,Triple,Database,https://drive.google.com/file/d/16ksVyfA8oPcc1A5QbU-Wuf1zXFNVmteG/preview,Yoyofruits,JoniKauf,
True Sphynx Swing,Moon Kingdom,8/10,Expert,"Triple, ZG",Database,https://drive.google.com/file/d/1bkZal1haKMxAsBajLZVe7COlfx47mo16/preview,,,
Shingle Bells,Bowser's Kingdom,8/10,Expert,RCV,Database,https://drive.google.com/file/d/1jNQFLPq-btvDReFs_eP7jJg8eqP_KI2A/preview,JoniKauf,JoniKauf,
Frozen Waters,Snow Kingdom,8/10,Expert,"Vault, TT",Database,https://drive.google.com/file/d/1oZfpX9zO-XaaNLXOPvweg5iMz2oNZXcw/preview,TigerGold59,8.1i8,
Boostless Vault Purple God,Lost Kingdom,8/10,Expert,"Vault, TT, Chilled",Database,https://drive.google.com/file/d/1v2BgHBbdtblLwX1epe62fP8wDuPDnlWj/preview,,,
Galaxy Collapse,Moon Kingdom,8/10,Expert,"Vault, ZG",Database,https://drive.google.com/file/d/1mTXkkV5XSrLNI4AGEZUFpqL9_u6UtCH5/preview,Darkonikal,Darkonikal,"Must land on the back platform, not the sticking out part for purple coins"
Spinless Beanies,Luncheon Kingdom,8/10,Expert,"VTJ, Spinless",Database,https://drive.google.com/file/d/1Aur68cMm0xhMGq1f5GYzmrFVNKS0PLz-/preview,JoniKauf,JoniKauf,
Kloud,Cloud Kingdom,8/10,Expert,"Vault, Spinless, CB-Less",Database,https://drive.google.com/file/d/1bkvvp-npK4sJHVU1f5mQrcKo8zFWrdHA/preview,Gummy,Gummy,
Goomba's Garden Climb,Wooded Kingdom,8/10,Expert,"Vertical, 2P, Cap Return Jump",Database,https://drive.google.com/file/d/1xnQiBXV4SFnCQAfqLuKfJT4rUjYtH50d/preview,JoniKauf,JoniKauf,
Perilous Platforming,Lost Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1vZJ0v4tzgnafMJkrP4WAASDuIL9iO_Wn/preview,JoseFT_,JoseFT_,
Lovelier Garden,Wooded Kingdom,8/10,Expert,Triple,Database,https://drive.google.com/file/d/1XElu-Dv-aSCe32N9Xgna8yvryVHJ1ICs/preview,NiklYoshi,NiklYoshi,
Cloud Dram,Cloud Kingdom,8/10,Expert,Vault,SMO Trickjumping Server,https://drive.google.com/file/d/13OTchkJ5mxZRxgsq4wfdT5Cu7no8io6L/preview,Mr. Mario Odyssey,Ethan2428,
Water Neglector,Seaside Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/11PJ0lCpB8sZG7YeetgrRluUKlREBL1QW/preview,SMO_david™️,SMO_david™️,
Truer Crystal Collision,Luncheon Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1h_7OiPHIWmreB-5dbPfgscL5uoWk_55j/preview,Orange4Playz,Firefox,
Lava Rising,"Seaside Kingdom, Dark Side",8/10,Expert,Yellow Dram,Database,https://drive.google.com/file/d/1YF-KRVMiIkGdUTUTtC5Itt0M8qk_CcVO/preview,,,
Garden Inspector,Wooded Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1c7qZou67iwKTKqlqhhnwDujcv3Nbavvt/preview,Repetidora,Repetidora,This jump must be done pre-peace but after spewart. You're allowed to walljump once and only once
Cloudy Bypass,Seaside Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1x2UzsxvOlk7iyer3WiDp4QlqnGGOHmcM/preview,CriticalHitX,CriticalHitX,
Roof,Bowser's Kingdom,8/10,Expert,"Vertical, Groundpound Jump, Capless",Database,https://drive.google.com/file/d/1601MzXRfxhdx21kfd_FiN6cahPNyQD-p/preview,Mario Man,Mario Man,
Ancient Cascade Mard,Cascade Kingdom,8/10,Expert,Vault,Database,https://drive.google.com/file/d/1QQ_oH6AYoWSJKysjIE3lFeVoAvhVM70m/preview,NiklYoshi,NiklYoshi,
Lake Dram,Lake Kingdom,8/10,Expert,Vault,Database,https://drive.google.com/file/d/1TDwg2qmUNel7tt_mFD_009uPpxqTZfLN/preview,8.1i8,AwesomeAggron,
Red Lobster,Lake Kingdom,8/10,Expert,Vault,Database,https://drive.google.com/file/d/1bDgPQg7tJTLiOnk_b4tVprdfq7cEEgq0/preview,Green.,Green.,
Giant Bars,Wooded Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1mAS2SUD4pzLLCZruTHLVF3typUi85yxe/preview,,,
Luncheon Heights,Luncheon Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1kykN-jpt1bYyMehw2eYDiEoJ-EddtNkt/preview,,,
CatDoor,Metro Kingdom,8/10,Expert,"Longjump, Spinless",Database,https://drive.google.com/file/d/1S2EVc9VQ4pWCORx1RYF8MlgbF-gayP6r/preview,CorDar,CorDar,
Clifftop,Moon Kingdom,8/10,Expert,"Vertical, Triple",Database,https://drive.google.com/file/d/1ZKZoM85FZ3lYaiakh94PLDWY8Di5H-UM/preview,Mitch,Grady,
True Lunch Break,Luncheon Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/16kH2WUCccCUig3kX2RNyoCHyRiNc849m/preview,Arun,Marci,The goal is to bonk on the platform where Marci landed in the clip.
Odyssey To Castle Pt.2,Mushroom Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1KWyPbfdRzKOkCUzexHMcaVv4sDxAnNKt/preview,,,
Wall Chaos,Metro Kingdom,8/10,Expert,Vault,Database,https://drive.google.com/file/d/1YCb9olUrrEp6pXn4cEi61hbhEd83X7pQ/preview,,YourFavMina,
Vault Beam Heights,Metro Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1DcKOcu6-fsn_lhQmMVrVwBbEbn45Ztdr/preview,,,
Pillar Symmetry,Sand Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1tpXQNEFqPjrTAZn1NHcXiudtHZzOT4QW/preview,JoniKauf,JoniKauf,Tripling off the the bottom platform is allowed as long as the triple touched the upper platform.
2P Toad's Cliff,Seaside Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/14UH28jntN6lMpNvLLSx_BEUYUKCQc3Dz/preview,,,
Spiny Blocks,Bowser's Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1Mw_q7HKpqBkR1VcSRlBX4SEetksaiWXZ/preview,,,
Mini Infernalblox,Lost Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1xXdvMWV55M3zJfnMbbXEEwkGjPWNRnOv/preview,,,
Sphynx' Foot,Sand Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1UlCFwSm8oTHejOAGvXX7l9ZU2lU0viSz/preview,,,
Dumb Frogs,Cap Kingdom,8/10,Expert,Dumb Dram,Database,https://drive.google.com/file/d/122mDBISkAKViwqKRcEGkontq0QI2HBp2/preview,JoniKauf,JoniKauf,
Lava Launch,Luncheon Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/16ouRw4kxBRvKYjeDAVbSSleh85gdD_GP/preview,SMO Jake,SMO Jake,
Wiggle,Moon Kingdom,8/10,Expert,Slide Off,Database,https://drive.google.com/file/d/1v2xlOdk3GRkoFCPzuAQL_cXnVUrIE6Uo/preview,Gummy,Gummy,
Eternal Cubes,Moon Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1oX_lSYHS9Xy_H5T7ln0wGgM-RQZT8WqA/preview,CToad7,CToad7,
Railing Rise,Moon Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1v00DPPBGUtjQ-reOUC8XYrzNjE2IA1NK/preview,JoniKauf,JoniKauf,
Luncheon Heights 9.0,Luncheon Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/19ITaFrLLmkg87rSdo4swwRgNZ9fzUSo2/preview,,,
10,Bowser's Kingdom,8/10,Expert,"Vertical, Backflip, CB-Less",Database,https://drive.google.com/file/d/1dlcwoaU3cpLFaBNB0Ua6tBrojmvOKIPW/preview,JoniKauf,JoniKauf,
Vault Swaying Breeze,Lake Kingdom,8/10,Expert,Vault,Database,https://drive.google.com/file/d/1Vt-0dYGapujnZGexaU6ljsN4oUkI5rcK/preview,Xdxboxjaja,Kaeden,
Stump to Stump,Cascade Kingdom,8/10,Expert,Vault,SMO Trickjumping Server,https://drive.google.com/file/d/1j8yDte8ApBIKgdkkse-2-iR442c2rgtK/preview,Xdxboxjaja,SMO Jake,
Backwards Buffet,Luncheon Kingdom,8/10,Expert,Triple,SMO Trickjumping Server,https://drive.google.com/file/d/19LhLcdyzI6Pz_48slU0-4sYZOlazSHPP/preview,,,
Ricotta Cliffs,Luncheon Kingdom,8/10,Expert,"Vault, TT",SMO Trickjumping Server,https://drive.google.com/file/d/1Htx3gUeY59g0ZUMzrV7bcc3fXB-2O94Y/preview,Eaglegamer,Eaglegamer,
Reverse Poison FRS,Wooded Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1NbJNUEspxyEV_VZaQ79WA_vFh6pyXer-/preview,Wallonice,Wallonice,
Eins Zwei Schalter,Lost Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1bPMU-4BmLQrvIvPtXz4ofPLnrZ5Zb9WJ/preview,G3marchi,G3marchi,
Mazam's Lost,Lost Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1OErXSIbkqM9SvAxH8TRGQHHjnI964knU/preview,AwesomeAggron,AwesomeAggron,
Cavern Climb,Sand Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1nDv4JjLbnaqs1Je23222ixj9E-4HEGOX/preview,MadeForMario,MadeForMario,
Molesterol Crossing,Luncheon Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1ULbTctkcVETs5apHf9Rf_rBDgyiMefWy/preview,Kayo,Kayo,
Thunderstruck Cityside,Metro Kingdom,8/10,Expert,Triple,SMO Trickjumping Server,https://drive.google.com/file/d/12SJJQL-VgXraAwd4UiaKcNwOEYAW_7uI/preview,LopezGamer,JoniKauf,
Sky Arena Detour,Wooded Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1WFqtlNwr5xH1KQAMQWLu5ZygH9T6hgMO/preview,Mobby,Mobby,
Layup Lamp,Cap Kingdom,8/10,Expert,Triple,Database,https://drive.google.com/file/d/1N60cm2xVXxAaqCeLHp81eyM1ewBuvPMf/preview,Conair,Conair,
Nutty Skies,Wooded Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1LbmZt_OUgAvymSU5FPhNmyJ47aZCybfX/preview,Mobby,YouClod,
Amiibo Beans,Metro Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1Bo2jy1uFZyL7AC1wNBOcKZ-PZs-HppOu/preview,SMO Jake,SMO Jake,
Endangered Parrot,Lost Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/15WsZZOhBGZGUOaTv065BpPWnYCFZZo5s/preview,,,
Yellow Pendulum,Darker Side,8/10,Expert,Yellow Dram,Database,https://drive.google.com/file/d/1dzatV3GKTTJcK_3hWCsbz_C_J8o5M0jQ/preview,JoniKauf,JoniKauf,
Magma Bypass,Luncheon Kingdom,8/10,Expert,Triple,Database,https://drive.google.com/file/d/10Kf7xfX8oe6-HY457ZurQp4aRvBDdT4e/preview,JoniKauf,JoniKauf,
Ancient Bypass,Sand Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1l88aRf-207CkBZgsqZmXGt3GxOlyeZ5Z/preview,,,
Ok,Luncheon Kingdom,8/10,Expert,"Backflip, CB-Less, Final CT-Less",Database,https://drive.google.com/file/d/12CHeoMR4rZrBEwv1IsTFClReguAPjUow/preview,JoniKauf,JoniKauf,
Lava Impasse,Moon Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1GvVi8mtM8GKdVRl-AHqnIZ2pIaYmFF-7/preview,HaarasB,HaarasB,
2D Tree,Mushroom Kingdom,8/10,Expert,Pole Jump,Database,https://drive.google.com/file/d/1mHjQwU4Jwg9rNGN2sip2_agfOYNv2rbA/preview,Mango,Mango,
2D Pipe Beans,Lake Kingdom,8/10,Expert,"Vault, Simple Tech",Database,https://drive.google.com/file/d/1J9aUdtAq7z8Lw0rnrJfOKKUtUKhHf8NI/preview,Atreyu_08,Atreyu_08,
Bubbly Flower,Lake Kingdom,8/10,Expert,Entity Bounce,Database,https://drive.google.com/file/d/132PHjuIxsXLMfJiCDXg_IUAhBnkESIoZ/preview,eyoimaloudboi,Qazzy,
True 2D Skip,Sand Kingdom,8/10,Expert,Triple,SMO Trickjumping Server,https://drive.google.com/file/d/1OAaefBAjJvpH2NapBUpJylkGMxL9UEnL/preview,Ethan2428,Ethan2428,"Assist mode tries to keep Mario from falling off of the sand geysers by preventing him from moving left and right in the air. This makes it much harder to vector. True 2D Skip is possible with assist mode on, but it is much more challenging. Assist mode is not necessary for the completion of the jump."
Broken Boulders 2.0,Cascade Kingdom,8/10,Expert,"Vault, TT",Database,https://drive.google.com/file/d/1C-nmokvSwSNVR_yoh9d7Gg_ehkS6VAaV/preview,Qazzy,Qazzy,
Truly Super Salty,Luncheon Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1jxfZqIwHSY5CQDrkHR_vlcLhWCWZ4tDb/preview,G3marchi,G3marchi,
Triple Torture,Sand Kingdom,8/10,Expert,,Database,https://drive.google.com/file/d/1Avd-GczY-eOYmwGZI3zdMdulxQrRYFvV/preview,JoniKauf,JoniKauf,
